variant,bytes,iterations,key,calls,seconds,pct_time_sum,calls_per_iter,usec_per_iter,usec_per_call,calls_per_byte,usec_per_byte
alloc,1000000,100,brk,3,2.8e-05,0.1,0.03,0.28,9.333333333333334,3e-06,2.8e-05
alloc,1000000,100,clone3,1,0.000131,0.47,0.01,1.31,131.0,1e-06,0.000131
alloc,1000000,100,close,5,8.5e-05,0.31,0.05,0.85,17.0,5e-06,8.5e-05
alloc,1000000,100,execve,1,0.0,0.0,0.01,0.0,0.0,1e-06,0.0
alloc,1000000,100,faccessat,1,0.0,0.0,0.01,0.0,0.0,1e-06,0.0
alloc,1000000,100,fstat,6,0.000222,0.8,0.06,2.22,37.0,6e-06,0.000222
alloc,1000000,100,futex,103,0.025054,90.11,1.03,250.54,243.24271844660194,0.000103,0.025054
alloc,1000000,100,getrandom,1,1.6e-05,0.06,0.01,0.16,16.0,1e-06,1.6e-05
alloc,1000000,100,ioctl,1,0.00079,2.84,0.01,7.9,790.0,1e-06,0.00079
alloc,1000000,100,madvise,1,5.3e-05,0.19,0.01,0.53,53.0,1e-06,5.3e-05
alloc,1000000,100,mmap,21,0.000527,1.9,0.21,5.27,25.095238095238095,2.1e-05,0.000527
alloc,1000000,100,mprotect,10,0.000207,0.74,0.1,2.07,20.7,1e-05,0.000207
alloc,1000000,100,munmap,10,0.000327,1.18,0.1,3.27,32.7,1e-05,0.000327
alloc,1000000,100,openat,5,9.7e-05,0.35,0.05,0.97,19.4,5e-06,9.7e-05
alloc,1000000,100,pread64,2,3e-05,0.11,0.02,0.3,15.0,2e-06,3e-05
alloc,1000000,100,prlimit64,1,1.5e-05,0.05,0.01,0.15,15.0,1e-06,1.5e-05
alloc,1000000,100,read,4,7.1e-05,0.26,0.04,0.71,17.75,4e-06,7.1e-05
alloc,1000000,100,rseq,1,1.6e-05,0.06,0.01,0.16,16.0,1e-06,1.6e-05
alloc,1000000,100,rt_sigaction,1,2.1e-05,0.08,0.01,0.21,21.0,1e-06,2.1e-05
alloc,1000000,100,rt_sigprocmask,3,6.4e-05,0.23,0.03,0.64,21.333333333333332,3e-06,6.4e-05
alloc,1000000,100,set_robust_list,1,1.4e-05,0.05,0.01,0.14,14.0,1e-06,1.4e-05
alloc,1000000,100,set_tid_address,1,2.1e-05,0.08,0.01,0.21,21.0,1e-06,2.1e-05
alloc,1000000,100,write,1,1.4e-05,0.05,0.01,0.14,14.0,1e-06,1.4e-05
alloc,1000000,5000,brk,3,3.2e-05,0.0,0.0006,0.0064,10.666666666666666,3e-06,3.2e-05
alloc,1000000,5000,clone3,1,5.3e-05,0.0,0.0002,0.0106,53.0,1e-06,5.3e-05
alloc,1000000,5000,close,5,6.5e-05,0.01,0.001,0.013,13.0,5e-06,6.5e-05
alloc,1000000,5000,execve,1,0.000837,0.07,0.0002,0.1674,837.0,1e-06,0.000837
alloc,1000000,5000,faccessat,1,2e-05,0.0,0.0002,0.004,20.0,1e-06,2e-05
alloc,1000000,5000,fstat,6,0.000176,0.01,0.0012,0.0352,29.333333333333332,6e-06,0.000176
alloc,1000000,5000,futex,5004,1.266236,99.78,1.0008,253.2472,253.04476418864908,0.005004,1.266236
alloc,1000000,5000,getrandom,1,1e-05,0.0,0.0002,0.002,10.0,1e-06,1e-05
alloc,1000000,5000,ioctl,1,0.0001,0.01,0.0002,0.02,100.0,1e-06,0.0001
alloc,1000000,5000,madvise,1,1.8e-05,0.0,0.0002,0.0036,18.0,1e-06,1.8e-05
alloc,1000000,5000,mmap,21,0.000572,0.05,0.0042,0.1144,27.238095238095237,2.1e-05,0.000572
alloc,1000000,5000,mprotect,10,0.000155,0.01,0.002,0.031,15.5,1e-05,0.000155
alloc,1000000,5000,munmap,10,0.000356,0.03,0.002,0.0712,35.6,1e-05,0.000356
alloc,1000000,5000,openat,5,0.00011,0.01,0.001,0.022,22.0,5e-06,0.00011
alloc,1000000,5000,pread64,2,4.5e-05,0.0,0.0004,0.009,22.5,2e-06,4.5e-05
alloc,1000000,5000,prlimit64,1,1.3e-05,0.0,0.0002,0.0026,13.0,1e-06,1.3e-05
alloc,1000000,5000,read,4,5.5e-05,0.0,0.0008,0.011,13.75,4e-06,5.5e-05
alloc,1000000,5000,rseq,1,1e-05,0.0,0.0002,0.002,10.0,1e-06,1e-05
alloc,1000000,5000,rt_sigaction,1,9e-06,0.0,0.0002,0.0018,9.0,1e-06,9e-06
alloc,1000000,5000,rt_sigprocmask,3,0.000104,0.01,0.0006,0.0208,34.666666666666664,3e-06,0.000104
alloc,1000000,5000,set_robust_list,1,1e-05,0.0,0.0002,0.002,10.0,1e-06,1e-05
alloc,1000000,5000,set_tid_address,1,1e-05,0.0,0.0002,0.002,10.0,1e-06,1e-05
alloc,1000000,5000,write,1,1.5e-05,0.0,0.0002,0.003,15.0,1e-06,1.5e-05
alloc,1000000,10000,brk,3,3.5e-05,0.0,0.0003,0.0035,11.666666666666666,3e-06,3.5e-05
alloc,1000000,10000,clone3,1,4.9e-05,0.0,0.0001,0.0049,49.0,1e-06,4.9e-05
alloc,1000000,10000,close,5,0.000132,0.01,0.0005,0.0132,26.4,5e-06,0.000132
alloc,1000000,10000,execve,1,0.000164,0.01,0.0001,0.0164,164.0,1e-06,0.000164
alloc,1000000,10000,faccessat,1,1.4e-05,0.0,0.0001,0.0014,14.0,1e-06,1.4e-05
alloc,1000000,10000,fstat,6,0.000267,0.01,0.0006,0.0267,44.5,6e-06,0.000267
alloc,1000000,10000,futex,10001,2.425652,99.85,1.0001,242.5652,242.54094590540947,0.010001,2.425652
alloc,1000000,10000,getrandom,1,1.1e-05,0.0,0.0001,0.0011,11.0,1e-06,1.1e-05
alloc,1000000,10000,ioctl,1,6.6e-05,0.0,0.0001,0.0066,66.0,1e-06,6.6e-05
alloc,1000000,10000,madvise,1,1.5e-05,0.0,0.0001,0.0015,15.0,1e-06,1.5e-05
alloc,1000000,10000,mmap,21,0.000619,0.03,0.0021,0.0619,29.476190476190474,2.1e-05,0.000619
alloc,1000000,10000,mprotect,10,0.000161,0.01,0.001,0.0161,16.1,1e-05,0.000161
alloc,1000000,10000,munmap,10,0.001304,0.05,0.001,0.1304,130.4,1e-05,0.001304
alloc,1000000,10000,openat,5,0.000107,0.0,0.0005,0.0107,21.4,5e-06,0.000107
alloc,1000000,10000,pread64,2,6.7e-05,0.0,0.0002,0.0067,33.5,2e-06,6.7e-05
alloc,1000000,10000,prlimit64,1,8e-06,0.0,0.0001,0.0008,8.0,1e-06,8e-06
alloc,1000000,10000,read,4,9.3e-05,0.0,0.0004,0.0093,23.25,4e-06,9.3e-05
alloc,1000000,10000,rseq,1,1e-05,0.0,0.0001,0.001,10.0,1e-06,1e-05
alloc,1000000,10000,rt_sigaction,1,1e-05,0.0,0.0001,0.001,10.0,1e-06,1e-05
alloc,1000000,10000,rt_sigprocmask,3,8.5e-05,0.0,0.0003,0.0085,28.333333333333332,3e-06,8.5e-05
alloc,1000000,10000,sched_yield,3,0.000473,0.02,0.0003,0.0473,157.66666666666666,3e-06,0.000473
alloc,1000000,10000,set_robust_list,1,1.5e-05,0.0,0.0001,0.0015,15.0,1e-06,1.5e-05
alloc,1000000,10000,set_tid_address,1,1.8e-05,0.0,0.0001,0.0018,18.0,1e-06,1.8e-05
alloc,1000000,10000,write,1,2.3e-05,0.0,0.0001,0.0023,23.0,1e-06,2.3e-05
alloc,1000000,50000,brk,3,4.6e-05,0.0,6e-05,0.00092,15.333333333333334,3e-06,4.6e-05
alloc,1000000,50000,clone3,1,4.1e-05,0.0,2e-05,0.00082,41.0,1e-06,4.1e-05
alloc,1000000,50000,close,5,3.8e-05,0.0,0.0001,0.00076,7.6,5e-06,3.8e-05
alloc,1000000,50000,execve,1,0.0,0.0,2e-05,0.0,0.0,1e-06,0.0
alloc,1000000,50000,faccessat,1,0.0,0.0,2e-05,0.0,0.0,1e-06,0.0
alloc,1000000,50000,fstat,6,0.000259,0.0,0.00012,0.00518,43.166666666666664,6e-06,0.000259
alloc,1000000,50000,futex,49999,11.444607,99.96,0.99998,228.89214,228.8967179343587,0.049999,11.444607
alloc,1000000,50000,getrandom,1,1.2e-05,0.0,2e-05,0.00024,12.0,1e-06,1.2e-05
alloc,1000000,50000,ioctl,1,0.00011,0.0,2e-05,0.0022,110.0,1e-06,0.00011
alloc,1000000,50000,madvise,1,1.4e-05,0.0,2e-05,0.00028,14.0,1e-06,1.4e-05
alloc,1000000,50000,mmap,21,0.00042,0.0,0.00042,0.0084,20.0,2.1e-05,0.00042
alloc,1000000,50000,mprotect,10,0.000189,0.0,0.0002,0.00378,18.9,1e-05,0.000189
alloc,1000000,50000,munmap,10,0.002155,0.02,0.0002,0.0431,215.5,1e-05,0.002155
alloc,1000000,50000,openat,5,0.000142,0.0,0.0001,0.00284,28.4,5e-06,0.000142
alloc,1000000,50000,pread64,2,2.5e-05,0.0,4e-05,0.0005,12.5,2e-06,2.5e-05
alloc,1000000,50000,prlimit64,1,9e-06,0.0,2e-05,0.00018,9.0,1e-06,9e-06
alloc,1000000,50000,read,4,6.8e-05,0.0,8e-05,0.00136,17.0,4e-06,6.8e-05
alloc,1000000,50000,rseq,1,1e-05,0.0,2e-05,0.0002,10.0,1e-06,1e-05
alloc,1000000,50000,rt_sigaction,1,1.1e-05,0.0,2e-05,0.00022,11.0,1e-06,1.1e-05
alloc,1000000,50000,rt_sigprocmask,3,0.000111,0.0,6e-05,0.00222,37.0,3e-06,0.000111
alloc,1000000,50000,sched_yield,9,0.000869,0.01,0.00018,0.01738,96.55555555555556,9e-06,0.000869
alloc,1000000,50000,set_robust_list,1,3.3e-05,0.0,2e-05,0.00066,33.0,1e-06,3.3e-05
alloc,1000000,50000,set_tid_address,1,1.2e-05,0.0,2e-05,0.00024,12.0,1e-06,1.2e-05
alloc,1000000,50000,write,1,3.2e-05,0.0,2e-05,0.00064,32.0,1e-06,3.2e-05
alloc,1000000,100000,brk,3,2.4e-05,0.0,3e-05,0.00024,8.0,3e-06,2.4e-05
alloc,1000000,100000,clone3,1,4.4e-05,0.0,1e-05,0.00044,44.0,1e-06,4.4e-05
alloc,1000000,100000,close,5,0.000157,0.0,5e-05,0.00157,31.4,5e-06,0.000157
alloc,1000000,100000,execve,1,0.0,0.0,1e-05,0.0,0.0,1e-06,0.0
alloc,1000000,100000,faccessat,1,0.0,0.0,1e-05,0.0,0.0,1e-06,0.0
alloc,1000000,100000,fstat,6,0.000549,0.0,6e-05,0.00549,91.5,6e-06,0.000549
alloc,1000000,100000,futex,99991,22.032815,99.96,0.99991,220.32815,220.34798131831866,0.099991,22.032815
alloc,1000000,100000,getrandom,1,1.2e-05,0.0,1e-05,0.00012,12.0,1e-06,1.2e-05
alloc,1000000,100000,ioctl,1,0.000144,0.0,1e-05,0.00144,144.0,1e-06,0.000144
alloc,1000000,100000,madvise,1,1.2e-05,0.0,1e-05,0.00012,12.0,1e-06,1.2e-05
alloc,1000000,100000,mmap,21,0.000576,0.0,0.00021,0.00576,27.428571428571427,2.1e-05,0.000576
alloc,1000000,100000,mprotect,10,0.000221,0.0,0.0001,0.00221,22.1,1e-05,0.000221
alloc,1000000,100000,munmap,10,0.002751,0.01,0.0001,0.02751,275.1,1e-05,0.002751
alloc,1000000,100000,openat,5,0.000102,0.0,5e-05,0.00102,20.4,5e-06,0.000102
alloc,1000000,100000,pread64,2,3e-05,0.0,2e-05,0.0003,15.0,2e-06,3e-05
alloc,1000000,100000,prlimit64,1,7e-06,0.0,1e-05,7e-05,7.0,1e-06,7e-06
alloc,1000000,100000,read,4,0.000102,0.0,4e-05,0.00102,25.5,4e-06,0.000102
alloc,1000000,100000,rseq,1,2e-05,0.0,1e-05,0.0002,20.0,1e-06,2e-05
alloc,1000000,100000,rt_sigaction,1,1.4e-05,0.0,1e-05,0.00014,14.0,1e-06,1.4e-05
alloc,1000000,100000,rt_sigprocmask,3,0.00027,0.0,3e-05,0.0027,90.0,3e-06,0.00027
alloc,1000000,100000,sched_yield,33,0.003516,0.02,0.00033,0.03516,106.54545454545455,3.3e-05,0.003516
alloc,1000000,100000,set_robust_list,1,1e-05,0.0,1e-05,0.0001,10.0,1e-06,1e-05
alloc,1000000,100000,set_tid_address,1,1.4e-05,0.0,1e-05,0.00014,14.0,1e-06,1.4e-05
alloc,1000000,100000,write,1,0.0,0.0,1e-05,0.0,0.0,1e-06,0.0
alloc,5000000,100,brk,3,4e-05,0.13,0.03,0.4,13.333333333333334,6e-07,8e-06
alloc,5000000,100,clone3,1,6.4e-05,0.21,0.01,0.64,64.0,2e-07,1.28e-05
alloc,5000000,100,close,5,4.9e-05,0.16,0.05,0.49,9.8,1e-06,9.8e-06
alloc,5000000,100,execve,1,0.0,0.0,0.01,0.0,0.0,2e-07,0.0
alloc,5000000,100,faccessat,1,0.0,0.0,0.01,0.0,0.0,2e-07,0.0
alloc,5000000,100,fstat,6,0.000158,0.51,0.06,1.58,26.333333333333332,1.2e-06,3.16e-05
alloc,5000000,100,futex,104,0.026732,86.64,1.04,267.32,257.03846153846155,2.08e-05,0.0053464
alloc,5000000,100,getrandom,1,2.7e-05,0.09,0.01,0.27,27.0,2e-07,5.4e-06
alloc,5000000,100,ioctl,1,7e-05,0.23,0.01,0.7,70.0,2e-07,1.4e-05
alloc,5000000,100,madvise,1,2.6e-05,0.08,0.01,0.26,26.0,2e-07,5.2e-06
alloc,5000000,100,mmap,21,0.000871,2.82,0.21,8.71,41.476190476190474,4.2e-06,0.0001742
alloc,5000000,100,mprotect,10,0.00035,1.13,0.1,3.5,35.0,2e-06,7e-05
alloc,5000000,100,munmap,10,0.001872,6.07,0.1,18.72,187.2,2e-06,0.0003744
alloc,5000000,100,openat,5,0.000147,0.48,0.05,1.47,29.4,1e-06,2.94e-05
alloc,5000000,100,pread64,2,3.3e-05,0.11,0.02,0.33,16.5,4e-07,6.6e-06
alloc,5000000,100,prlimit64,1,2.7e-05,0.09,0.01,0.27,27.0,2e-07,5.4e-06
alloc,5000000,100,read,4,8.7e-05,0.28,0.04,0.87,21.75,8e-07,1.74e-05
alloc,5000000,100,rseq,1,1.4e-05,0.05,0.01,0.14,14.0,2e-07,2.8e-06
alloc,5000000,100,rt_sigaction,1,1.8e-05,0.06,0.01,0.18,18.0,2e-07,3.6e-06
alloc,5000000,100,rt_sigprocmask,3,0.000221,0.72,0.03,2.21,73.66666666666667,6e-07,4.42e-05
alloc,5000000,100,set_robust_list,1,1.2e-05,0.04,0.01,0.12,12.0,2e-07,2.4e-06
alloc,5000000,100,set_tid_address,1,1.9e-05,0.06,0.01,0.19,19.0,2e-07,3.8e-06
alloc,5000000,100,write,1,1.7e-05,0.06,0.01,0.17,17.0,2e-07,3.4e-06
alloc,5000000,5000,brk,3,2.7e-05,0.0,0.0006,0.0054,9.0,6e-07,5.4e-06
alloc,5000000,5000,clone3,1,4.3e-05,0.0,0.0002,0.0086,43.0,2e-07,8.6e-06
alloc,5000000,5000,close,5,0.0,0.0,0.001,0.0,0.0,1e-06,0.0
alloc,5000000,5000,execve,1,0.0,0.0,0.0002,0.0,0.0,2e-07,0.0
alloc,5000000,5000,faccessat,1,0.0,0.0,0.0002,0.0,0.0,2e-07,0.0
alloc,5000000,5000,fstat,6,0.0001,0.01,0.0012,0.02,16.666666666666668,1.2e-06,2e-05
alloc,5000000,5000,futex,5003,1.161318,99.9,1.0006,232.2636,232.12432540475714,0.0010006,0.2322636
alloc,5000000,5000,getrandom,1,2.1e-05,0.0,0.0002,0.0042,21.0,2e-07,4.2e-06
alloc,5000000,5000,ioctl,1,0.000123,0.01,0.0002,0.024600000000000004,123.00000000000001,2e-07,2.46e-05
alloc,5000000,5000,madvise,1,1.7e-05,0.0,0.0002,0.0034,17.0,2e-07,3.4e-06
alloc,5000000,5000,mmap,21,0.000277,0.02,0.0042,0.0554,13.19047619047619,4.2e-06,5.54e-05
alloc,5000000,5000,mprotect,10,0.000184,0.02,0.002,0.0368,18.4,2e-06,3.68e-05
alloc,5000000,5000,munmap,10,2.5e-05,0.0,0.002,0.005,2.5,2e-06,5e-06
alloc,5000000,5000,openat,5,0.0,0.0,0.001,0.0,0.0,1e-06,0.0
alloc,5000000,5000,pread64,2,0.0,0.0,0.0004,0.0,0.0,4e-07,0.0
alloc,5000000,5000,prlimit64,1,1.2e-05,0.0,0.0002,0.0024,12.0,2e-07,2.4e-06
alloc,5000000,5000,read,4,0.0,0.0,0.0008,0.0,0.0,8e-07,0.0
alloc,5000000,5000,rseq,1,2.4e-05,0.0,0.0002,0.0048,24.0,2e-07,4.8e-06
alloc,5000000,5000,rt_sigaction,1,2e-05,0.0,0.0002,0.004,20.0,2e-07,4e-06
alloc,5000000,5000,rt_sigprocmask,3,3.8e-05,0.0,0.0006,0.0076,12.666666666666666,6e-07,7.6e-06
alloc,5000000,5000,sched_yield,1,0.000151,0.01,0.0002,0.0302,151.0,2e-07,3.02e-05
alloc,5000000,5000,set_robust_list,1,2.7e-05,0.0,0.0002,0.0054,27.0,2e-07,5.4e-06
alloc,5000000,5000,set_tid_address,1,3.7e-05,0.0,0.0002,0.0074,37.0,2e-07,7.4e-06
alloc,5000000,5000,write,1,0.0,0.0,0.0002,0.0,0.0,2e-07,0.0
alloc,5000000,10000,brk,3,6.8e-05,0.0,0.0003,0.0068,22.666666666666668,6e-07,1.36e-05
alloc,5000000,10000,clone3,1,0.0,0.0,0.0001,0.0,0.0,2e-07,0.0
alloc,5000000,10000,close,5,7.1e-05,0.0,0.0005,0.0071,14.2,1e-06,1.42e-05
alloc,5000000,10000,execve,1,0.000264,0.01,0.0001,0.0264,264.0,2e-07,5.28e-05
alloc,5000000,10000,faccessat,1,2.2e-05,0.0,0.0001,0.0022,22.0,2e-07,4.4e-06
alloc,5000000,10000,fstat,6,0.000184,0.01,0.0006,0.0184,30.666666666666668,1.2e-06,3.68e-05
alloc,5000000,10000,futex,10003,2.400736,99.87,1.0003,240.0736,240.00159952014397,0.0020006,0.4801472
alloc,5000000,10000,getrandom,1,0.0,0.0,0.0001,0.0,0.0,2e-07,0.0
alloc,5000000,10000,ioctl,1,8.4e-05,0.0,0.0001,0.0084,84.0,2e-07,1.68e-05
alloc,5000000,10000,madvise,1,0.0,0.0,0.0001,0.0,0.0,2e-07,0.0
alloc,5000000,10000,mmap,21,0.000484,0.02,0.0021,0.0484,23.047619047619047,4.2e-06,9.68e-05
alloc,5000000,10000,mprotect,10,0.000192,0.01,0.001,0.0192,19.2,2e-06,3.84e-05
alloc,5000000,10000,munmap,10,0.000953,0.04,0.001,0.0953,95.3,2e-06,0.0001906
alloc,5000000,10000,openat,5,9.7e-05,0.0,0.0005,0.0097,19.4,1e-06,1.94e-05
alloc,5000000,10000,pread64,2,3e-05,0.0,0.0002,0.003,15.0,4e-07,6e-06
alloc,5000000,10000,prlimit64,1,0.0,0.0,0.0001,0.0,0.0,2e-07,0.0
alloc,5000000,10000,read,4,8.5e-05,0.0,0.0004,0.0085,21.25,8e-07,1.7e-05
alloc,5000000,10000,rseq,1,1.8e-05,0.0,0.0001,0.0018,18.0,2e-07,3.6e-06
alloc,5000000,10000,rt_sigaction,1,0.0,0.0,0.0001,0.0,0.0,2e-07,0.0
alloc,5000000,10000,rt_sigprocmask,3,0.0,0.0,0.0003,0.0,0.0,6e-07,0.0
alloc,5000000,10000,sched_yield,4,0.000622,0.03,0.0004,0.0622,155.5,8e-07,0.0001244
alloc,5000000,10000,set_robust_list,1,1.5e-05,0.0,0.0001,0.0015,15.0,2e-07,3e-06
alloc,5000000,10000,set_tid_address,1,1.2e-05,0.0,0.0001,0.0012,12.0,2e-07,2.4e-06
alloc,5000000,10000,write,1,1.5e-05,0.0,0.0001,0.0015,15.0,2e-07,3e-06
alloc,5000000,50000,brk,3,2.8e-05,0.0,6e-05,0.00056,9.333333333333334,6e-07,5.6e-06
alloc,5000000,50000,clone3,1,2.5e-05,0.0,2e-05,0.0005,25.0,2e-07,5e-06
alloc,5000000,50000,close,5,9e-06,0.0,0.0001,0.00018,1.8,1e-06,1.8e-06
alloc,5000000,50000,execve,1,0.0,0.0,2e-05,0.0,0.0,2e-07,0.0
alloc,5000000,50000,faccessat,1,0.0,0.0,2e-05,0.0,0.0,2e-07,0.0
alloc,5000000,50000,fstat,6,0.00021,0.0,0.00012,0.0042,35.0,1.2e-06,4.2e-05
alloc,5000000,50000,futex,49998,12.020237,99.97,0.99996,240.40474,240.41435657426297,0.0099996,2.4040474
alloc,5000000,50000,getrandom,1,1e-05,0.0,2e-05,0.0002,10.0,2e-07,2e-06
alloc,5000000,50000,ioctl,1,0.000129,0.0,2e-05,0.00258,129.0,2e-07,2.58e-05
alloc,5000000,50000,madvise,1,1.3e-05,0.0,2e-05,0.00026,13.0,2e-07,2.6e-06
alloc,5000000,50000,mmap,21,0.000233,0.0,0.00042,0.00466,11.095238095238095,4.2e-06,4.66e-05
alloc,5000000,50000,mprotect,10,0.000106,0.0,0.0002,0.00212,10.6,2e-06,2.12e-05
alloc,5000000,50000,munmap,9,0.001618,0.01,0.00018,0.03236,179.77777777777777,1.8e-06,0.0003236
alloc,5000000,50000,openat,5,0.0,0.0,0.0001,0.0,0.0,1e-06,0.0
alloc,5000000,50000,pread64,2,0.0,0.0,4e-05,0.0,0.0,4e-07,0.0
alloc,5000000,50000,prlimit64,1,1.1e-05,0.0,2e-05,0.00022,11.0,2e-07,2.2e-06
alloc,5000000,50000,read,4,0.0,0.0,8e-05,0.0,0.0,8e-07,0.0
alloc,5000000,50000,rseq,1,9e-06,0.0,2e-05,0.00018,9.0,2e-07,1.8e-06
alloc,5000000,50000,rt_sigaction,1,9e-06,0.0,2e-05,0.00018,9.0,2e-07,1.8e-06
alloc,5000000,50000,rt_sigprocmask,3,0.000108,0.0,6e-05,0.00216,36.0,6e-07,2.16e-05
alloc,5000000,50000,sched_yield,12,0.001309,0.01,0.00024,0.02618,109.08333333333333,2.4e-06,0.0002618
alloc,5000000,50000,set_robust_list,1,1e-05,0.0,2e-05,0.0002,10.0,2e-07,2e-06
alloc,5000000,50000,set_tid_address,1,1.1e-05,0.0,2e-05,0.00022,11.0,2e-07,2.2e-06
alloc,5000000,50000,write,1,0.0,0.0,2e-05,0.0,0.0,2e-07,0.0
alloc,5000000,100000,brk,3,1.7e-05,0.0,3e-05,0.00017,5.666666666666667,6e-07,3.4e-06
alloc,5000000,100000,clone3,1,2.6e-05,0.0,1e-05,0.00026,26.0,2e-07,5.2e-06
alloc,5000000,100000,close,5,7.9e-05,0.0,5e-05,0.00079,15.8,1e-06,1.58e-05
alloc,5000000,100000,execve,1,0.0,0.0,1e-05,0.0,0.0,2e-07,0.0
alloc,5000000,100000,faccessat,1,0.0,0.0,1e-05,0.0,0.0,2e-07,0.0
alloc,5000000,100000,fstat,6,0.000331,0.0,6e-05,0.00331,55.166666666666664,1.2e-06,6.62e-05
alloc,5000000,100000,futex,99996,23.93131,99.97,0.99996,239.3131,239.32267290691627,0.0199992,4.786262
alloc,5000000,100000,getrandom,1,5e-06,0.0,1e-05,5e-05,5.0,2e-07,1e-06
alloc,5000000,100000,ioctl,1,0.00011,0.0,1e-05,0.0011,110.0,2e-07,2.2e-05
alloc,5000000,100000,madvise,1,9e-06,0.0,1e-05,9e-05,9.0,2e-07,1.8e-06
