run,phase_type,count,mean_ms,p50_ms,p95_ms,p99_ms,max_ms,min_ms,stdev_ms
axis_lc_vs_1_be_long_r1,LC_DECODE_STEP,300,9.90677423,8.000087,11.00012,14.060152509999035,330.003583,2.000022,25.251876758802805
axis_lc_vs_1_be_long_r1,LC_PREFILL_SUBMISSION,300,5.18338961,3.000033,6.000065,7.010076099999991,332.003605,2.000021,25.096269901148418
axis_lc_vs_1_be_long_r1,LC_PREFILL_SYNC,300,5.63006112,3.000033,6.000066,8.340090679999692,375.004071,2.000021,23.636995325572926
axis_lc_vs_1_be_long_r1,LC_REQUEST,300,41.91712171333333,27.000293,37.000402,848.4292115699996,1336.014506,20.000217,121.93344106107045
axis_lc_vs_1_be_long_r2,LC_DECODE_STEP,300,7.89675243,8.000087,11.00012,13.00014101,14.000152,3.000032,2.4466450540997005
axis_lc_vs_1_be_long_r2,LC_PREFILL_SUBMISSION,300,3.0500330866666667,3.000032,5.000055,6.000065010000001,7.000076,2.000021,0.9577285932366238
axis_lc_vs_1_be_long_r2,LC_PREFILL_SYNC,300,3.703373583333333,3.000033,6.000065,7.000076,7.000077,2.000021,1.332144622434391
axis_lc_vs_1_be_long_r2,LC_REQUEST,300,26.9469593,26.000283,37.000401,41.000445,42.000457,19.000206,4.788955928183016
axis_lc_vs_1_be_long_r3,LC_DECODE_STEP,300,7.75008411,8.000087,11.00012,12.000131,13.000141,3.000032,2.3250023157398974
axis_lc_vs_1_be_long_r3,LC_PREFILL_SUBMISSION,300,2.9566987833333336,3.000032,5.00005405,7.000076,8.000087,2.000021,1.0123705148405227
axis_lc_vs_1_be_long_r3,LC_PREFILL_SYNC,300,3.7633742233333334,3.000033,6.000065,7.000076,7.000076,2.000021,1.2646559264812574
axis_lc_vs_1_be_long_r3,LC_REQUEST,300,26.666956196666668,26.000282,35.00038,37.020402209999986,40.000434,19.000206,4.4851285941731645
axis_lc_vs_4_be_chunked_r1,LC_DECODE_STEP,300,6.62673859,6.000065,10.000109,13.00014101,96.001042,3.000032,5.619004909762915
axis_lc_vs_4_be_chunked_r1,LC_PREFILL_SUBMISSION,300,7.600082493333334,3.000033,6.000065050000001,234.03254117999907,339.00368,2.000021,36.24943921396294
axis_lc_vs_4_be_chunked_r1,LC_PREFILL_SYNC,300,3.9400427866666665,3.000033,6.000065,7.010076109999991,140.00152,2.000021,8.178885123810621
axis_lc_vs_4_be_chunked_r1,LC_REQUEST,300,36.75373244666667,25.000271,37.000402,261.65284133999484,1065.011564,18.000196,97.28355953477435
axis_lc_vs_4_be_chunked_r2,LC_DECODE_STEP,300,6.420069696666666,6.000065,10.000109,11.010120099999991,21.000228,3.000032,2.2136033024563013
axis_lc_vs_4_be_chunked_r2,LC_PREFILL_SUBMISSION,300,3.00336597,3.000032,5.000054,6.000066,7.000076,2.000021,0.9865363914204003
axis_lc_vs_4_be_chunked_r2,LC_PREFILL_SYNC,300,3.2400352433333333,3.000033,5.000055,6.000066,16.000174,2.000021,1.2573932277336257
axis_lc_vs_4_be_chunked_r2,LC_REQUEST,300,25.17360667,24.500266,33.000359,38.000413,49.000532,18.000195,4.278399309301005
axis_lc_vs_4_be_chunked_r3,LC_DECODE_STEP,300,6.416736336666667,6.000065,10.00010805,11.00012,12.000131,3.000032,1.997441973914266
axis_lc_vs_4_be_chunked_r3,LC_PREFILL_SUBMISSION,300,3.1333673533333335,3.000033,5.000054,6.010066099999991,7.000076,2.000021,0.9301207874543918
axis_lc_vs_4_be_chunked_r3,LC_PREFILL_SYNC,300,3.6267060133333335,3.000033,6.000065,11.010119109999989,47.00051,2.000021,2.9501108944784344
axis_lc_vs_4_be_chunked_r3,LC_REQUEST,300,26.0402827,24.500266,35.05038145000001,40.000435,68.000739,18.000195,5.714422284710494
pair1_chunk1_lc_alone,LC_DECODE_STEP,300,4.876719626666667,5.000054,7.000077,9.000098,10.000109,2.000021,1.4703885248426454
pair1_chunk1_lc_alone,LC_PREFILL_SUBMISSION,300,2.9733655766666667,3.000032,6.00006405,6.000066,7.000076,2.000021,1.0341875045854985
pair1_chunk1_lc_alone,LC_PREFILL_SYNC,300,3.0233661733333332,3.000032,5.000054,6.000065,7.000076,2.000021,0.8748466257048377
pair1_chunk1_lc_alone,LC_REQUEST,300,22.876915043333334,22.000239,32.000347,34.000369,37.000402,18.000195,3.920845796014854
pair1_chunk1_lc_vs_1_be_chunked,LC_DECODE_STEP,300,5.3267245433333335,5.000054,8.000087,9.000098,11.000119,2.000022,1.6005886092583546
pair1_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SUBMISSION,300,3.123367223333333,3.000033,5.000054,6.000065,6.000066,2.000021,0.9078660171718135
pair1_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SYNC,300,3.11003373,3.000032,5.000055,7.000076,7.000076,2.000021,1.010607003027718
pair1_chunk1_lc_vs_1_be_chunked,LC_REQUEST,300,24.236929786666668,23.00025,32.05034850000001,37.03040232999997,42.000456,18.000195,4.0705748471181415
pair1_long4_lc_alone,LC_DECODE_STEP,300,7.6334162333333335,6.000065,17.000185,18.000196,19.000206,2.000022,4.519670611827924
pair1_long4_lc_alone,LC_PREFILL_SUBMISSION,300,5.75339578,3.000033,15.000162049999998,15.000163,16.000173,2.000021,4.342320716946175
pair1_long4_lc_alone,LC_PREFILL_SYNC,300,5.736728993333333,3.000033,14.000152,15.000163,16.000174,2.000021,4.3632396500744
pair1_long4_lc_alone,LC_REQUEST,300,41.803787236666665,24.000261,98.00106405,103.00111801,105.00114,19.000206,29.034224469611498
pair1_long4_lc_vs_4_be_long,LC_DECODE_STEP,300,13.2368104,13.000141,22.05023950000001,27.000293,37.000402,5.000054,5.049044498311412
pair1_long4_lc_vs_4_be_long,LC_PREFILL_SUBMISSION,300,6.383402656666667,5.000055,13.000141,14.000152,15.000163,2.000021,3.0759494695527576
pair1_long4_lc_vs_4_be_long,LC_PREFILL_SYNC,300,7.4167472000000005,6.000065,14.000152,15.000163,16.000174,3.000032,2.9854578421494424
pair1_long4_lc_vs_4_be_long,LC_REQUEST,300,54.11058753333333,47.00051,98.00106405,103.00111801,106.00115,29.000314,20.807139624128684
pair2_chunk1_lc_alone,LC_DECODE_STEP,300,4.98338742,5.000054,8.00008605,10.000109,11.00012,2.000022,1.5952827216356105
pair2_chunk1_lc_alone,LC_PREFILL_SUBMISSION,300,3.13670071,3.000033,6.000065,7.000076,7.000077,2.000021,1.010651138082678
pair2_chunk1_lc_alone,LC_PREFILL_SYNC,300,3.19670137,3.000033,6.000065,6.010066099999991,7.000076,2.000021,0.9769977453083358
pair2_chunk1_lc_alone,LC_REQUEST,300,23.803591756666666,22.000239,33.05035950000001,38.03041232999997,42.000455,19.000206,4.44946550069405
pair2_chunk1_lc_vs_1_be_chunked,LC_DECODE_STEP,300,5.243390306666667,5.000054,8.000087,10.000109,10.000109,2.000021,1.6164431396080963
pair2_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SUBMISSION,300,3.12670063,3.000033,5.000055,6.000065010000001,7.000076,2.000021,0.9628426098061723
pair2_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SYNC,300,3.1933679833333333,3.000033,6.000065,6.000065,10.000108,2.000021,1.0454452209708707
pair2_chunk1_lc_vs_1_be_chunked,LC_REQUEST,300,24.24359652,23.00025,33.000358,37.000402,43.000467,19.000206,4.0363492561578
pair2_long4_lc_alone,LC_DECODE_STEP,300,7.230078503333333,7.000075,16.000173,17.000185,18.000196,3.000032,3.532558093726434
pair2_long4_lc_alone,LC_PREFILL_SUBMISSION,300,5.37005832,5.000054,14.000152,15.000163,15.000163,2.000021,3.236496513728226
pair2_long4_lc_alone,LC_PREFILL_SYNC,300,5.500059723333333,5.000054,14.000152,15.000163,16.000174,2.000021,3.3176690831233135
pair2_long4_lc_alone,LC_REQUEST,300,39.65043052,36.000391,99.05107550000001,103.001118,104.00113,20.000217,22.394718854187957
pair2_long4_lc_vs_4_be_long,LC_DECODE_STEP,300,12.030130653333334,9.000098,18.000195,20.010217109999992,380.004126,6.000065,25.986175519184076
pair2_long4_lc_vs_4_be_long,LC_PREFILL_SUBMISSION,300,5.236723526666667,3.000033,6.000065,7.010076109999991,332.003605,2.000021,25.635759921671585
pair2_long4_lc_vs_4_be_long,LC_PREFILL_SYNC,300,10.056775870000001,8.000087,12.000131,13.00014101,335.003637,2.000022,25.502197372219214
pair2_long4_lc_vs_4_be_long,LC_REQUEST,300,47.56718316,34.000369,47.05051150000001,51.020554209999986,2356.025582,23.00025,169.8463891579274
pair3_chunk1_lc_alone,LC_DECODE_STEP,300,4.966720626666667,5.000054,8.000087,9.000098,10.000108,2.000022,1.5143477882915446
pair3_chunk1_lc_alone,LC_PREFILL_SUBMISSION,300,3.0300328833333334,3.000032,5.000054,6.000065,7.000075,2.000021,0.8898068561377814
pair3_chunk1_lc_alone,LC_PREFILL_SYNC,300,3.09670026,3.000032,6.000065,7.000076,7.000076,2.000021,1.0380771816625007
pair3_chunk1_lc_alone,LC_REQUEST,300,23.64025664,22.000239,33.000358,37.00040101,41.000445,19.000206,4.092259043980633
pair3_chunk1_lc_vs_1_be_chunked,LC_DECODE_STEP,300,5.37672503,5.000055,8.000087,9.020098209999983,11.00012,2.000021,1.7237820717723655
pair3_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SUBMISSION,300,3.10670041,3.000033,5.000055,6.000065,6.000066,2.000021,0.9371421138509206
pair3_chunk1_lc_vs_1_be_chunked,LC_PREFILL_SYNC,300,3.0867002033333333,3.000033,5.00005405,7.000076,11.000119,2.000021,1.0846362440674313
pair3_chunk1_lc_vs_1_be_chunked,LC_REQUEST,300,24.153595566666667,23.00025,32.000347,37.000402,38.000413,18.000196,3.9022528034793464
pair3_long4_lc_alone,LC_DECODE_STEP,300,4.870052873333333,5.000054,7.000076,9.000097,10.000109,2.000022,1.478886157963833
pair3_long4_lc_alone,LC_PREFILL_SUBMISSION,300,2.8566976766666667,3.000032,5.000054,6.000065,6.000066,2.000021,0.923209114313732
pair3_long4_lc_alone,LC_PREFILL_SYNC,300,2.9733655933333334,3.000032,5.000054,6.000065,6.000065,2.000021,0.809208930464103
pair3_long4_lc_alone,LC_REQUEST,300,22.766913836666667,22.000239,31.000336,32.010348099999995,34.000369,18.000195,3.5309182093366016
pair3_long4_lc_vs_4_be_long,LC_DECODE_STEP,300,9.893440746666666,9.000098,17.000184,19.010206109999988,20.000217,5.000054,2.694372766824626
pair3_long4_lc_vs_4_be_long,LC_PREFILL_SUBMISSION,300,3.0633666133333333,3.000032,6.000065,7.000076,7.000076,2.000021,1.1030583571887378
pair3_long4_lc_vs_4_be_long,LC_PREFILL_SYNC,300,8.246756223333334,8.000087,12.000131,13.000141,13.000142,2.000021,2.9110570300210283
pair3_long4_lc_vs_4_be_long,LC_REQUEST,300,33.62703172333333,33.000359,42.05045655000001,48.01052111999999,51.000553,24.000261,4.819253977910654
stability_lc_alone_r1,LC_DECODE_STEP,300,5.12672229,5.000054,8.000087,10.010108109999992,11.000119,2.000022,1.5871589512062194
stability_lc_alone_r1,LC_PREFILL_SUBMISSION,300,3.22670168,3.000033,6.000065,7.00007501,7.000076,2.000021,1.064152915579526
stability_lc_alone_r1,LC_PREFILL_SYNC,300,3.21003483,3.000033,5.050055500000011,6.000066,7.000076,2.000021,0.9498738614581337
stability_lc_alone_r1,LC_REQUEST,300,24.096928316666666,23.00025,33.000358,37.01040111999999,41.000445,19.000206,4.114704300857125
stability_lc_alone_r2,LC_DECODE_STEP,300,5.3167244233333335,5.000055,8.000087,9.000098,10.000109,2.000022,1.5157275270939206
stability_lc_alone_r2,LC_PREFILL_SUBMISSION,300,3.19670138,3.000033,6.000065,6.000066,7.000076,2.000021,1.0006739811168486
stability_lc_alone_r2,LC_PREFILL_SYNC,300,3.1133671,3.000033,5.00005405,6.010066099999991,7.000076,2.000021,0.9146742983797411
stability_lc_alone_r2,LC_REQUEST,300,23.970260283333335,23.00025,32.05034850000001,37.03040232999997,41.000446,20.000216,3.8382103461036943
stability_lc_alone_r3,LC_DECODE_STEP,300,5.13005568,5.000054,8.000087,9.000098,10.000109,2.000021,1.4698122067795254
stability_lc_alone_r3,LC_PREFILL_SUBMISSION,300,3.116700476666667,3.000033,5.000055,6.000065010000001,7.000076,2.000021,0.8788136385787925
stability_lc_alone_r3,LC_PREFILL_SYNC,300,3.2200349666666668,3.000033,6.000065,6.000065010000001,6.000066,2.000021,0.9207483731481267
stability_lc_alone_r3,LC_REQUEST,300,23.990260533333334,23.00025,33.00035805,36.020391209999985,41.000446,20.000217,3.944036207302333
stability_lc_alone_r4,LC_DECODE_STEP,300,4.926720133333333,5.000054,8.000087,10.000109,11.00012,2.000021,1.592628475981749
stability_lc_alone_r4,LC_PREFILL_SUBMISSION,300,3.2000347633333335,3.000033,5.000055,6.000066,7.000076,2.000021,0.9033666433983398
stability_lc_alone_r4,LC_PREFILL_SYNC,300,3.17670119,3.000033,5.050055500000011,6.000065,6.000066,2.000021,0.8801825502744299
stability_lc_alone_r4,LC_REQUEST,300,23.66692362,22.00024,33.000358,38.010413109999995,40.000434,19.000206,4.007839698619506
stability_lc_alone_r5,LC_DECODE_STEP,300,11.773461123333334,5.000054,8.050087550000011,306.29332614999976,349.00379,2.000021,45.32520641154627
stability_lc_alone_r5,LC_PREFILL_SUBMISSION,300,8.41342469,3.000033,6.000065,291.06315965999994,347.003768,2.000021,38.24538986202436
stability_lc_alone_r5,LC_PREFILL_SYNC,300,8.57675978,3.000033,6.000065,300.02325821,338.00367,2.000021,39.90689739201529
stability_lc_alone_r5,LC_REQUEST,300,66.93739351333333,23.00025,39.050423550000005,2145.0332921,2333.025332,20.000217,275.2279059231463
